"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
PRTAL00521     ,QUÍMICA DE  ALIMENTOS,G,L,Licenciatura en Nutrición,"100II",M
PRTAL00638     ,ANÁLISIS DE ALIMENTOS I,G,L,Licenciatura en Nutrición,"200II",M
PRTAL00687     ,SANIDAD E HIGIENE INDUSTRIAL,G,L,Licenciatura en Nutrición,"300II",M
PRTAL00695     ,ANÁLISIS DE ALIMENTOS II,G,L,Licenciatura en Nutrición,"300I",M
PRTAL00729     ,TECNOLOGÍA DE INGREDIENTES,G,L,Licenciatura en Nutrición,"300I",M
PRTAL00760     ,CONTROL DE CALIDAD,G,L,Licenciatura en Nutrición,"300II",M
PRTAL00828     ,MICROBIOLOGÍA DE ALIMENTOS I,G,L,Licenciatura en Nutrición,"200II",M
PRTAL00836     ,ADMINISTRACIÓN DE LA PRODUCCIÓN,G,T,Licenciatura en Nutrición,"200II",M
PRTAL00844     ,MICROBIOLOGÍA DE ALIMENTOS II,G,L,Licenciatura en Nutrición,"300I",M
PRTAL00919     ,QUÍMICA APLICADA,G,L,Licenciatura en Nutrición,"100I",M
PRTAL00935     ,BIOQUÍMICA DE ALIMENTOS,G,L,Licenciatura en Nutrición,"200I",M
PRTAL00943     ,BIOTECNOLOGÍA DE ALIMENTOS,G,L,Licenciatura en Nutrición,"300II",M
PRTAL00950     ,NUTRICIÓN,G,T,Licenciatura en Nutrición,"300I",M
PRTAL00984     ,INTRODUCCIÓN A LA FÍSICA,G,T,Licenciatura en Nutrición,"100I",M
PRTAL00992     ,TECNOLOGÍA DE ALIMENTOS I (2005),G,L,Licenciatura en Nutrición,"100II",M
PRTAL01016     ,ENVASES Y EMBALAJES (PRTAL),G,T,Licenciatura en Nutrición,,L
PRTAL01024     ,CALIDAD EN GESTIÓN APLICADA A ALIMENTOS,G,T,Licenciatura en Nutrición,,L
PRTAL01040     ,TECNOLOGÍA DE LÁCTEOS,G,T,Licenciatura en Nutrición,,L
PRTAL01057     ,TECNOLOGÍA DE CÁRNICOS,G,T,Licenciatura en Nutrición,,L
PRTAL01115     ,TECNOLOGÍA DE ALIMENTOS II (2006),G,L,Licenciatura en Nutrición,"200I",M
PRTAL01123     ,PROCESOS I (2006),G,T,Licenciatura en Nutrición,"200II",M
PRTAL01131     ,PROCESOS II (2006),G,T,Licenciatura en Nutrición,"300I",M
PRTAL01149     ,TECNOLOGÍA DE ALIMENTOS III (2006),G,L,Licenciatura en Nutrición,"200II",M
PRTAL01156     ,TECNOLOGÍA DE ALIMENTOS IV (2006),G,L,Licenciatura en Nutrición,"300II",M
PRTAL01164     ,MORFOFISIOLOGÍA,G,T,Licenciatura en Nutrición,"400I",M
PRTAL01172     ,NUTRICIÓN HUMANA,G,T,Licenciatura en Nutrición,"400I",M
PRTAL01180     ,EVALUACIÓN DEL ESTADO NUTRICIONAL,G,T,Licenciatura en Nutrición,"400I",M
PRTAL01198     ,DIETOTERAPIA I,G,T,Licenciatura en Nutrición,"400I",M
PRTAL01206     ,PLANEACIÓN ALIMENTARIA,G,L,Licenciatura en Nutrición,"400I",M
PRTAL01214     ,SALUD PÚBLICA,G,T,Licenciatura en Nutrición,"400II",M
PRTAL01222     ,TOXICOLOGÍA DE LOS ALIMENTOS,G,T,Licenciatura en Nutrición,"400II",M
PRTAL01230     ,DIETOTERAPIA II,G,T,Licenciatura en Nutrición,"400II",M
PRTAL01248     ,ADMINISTRACIÓN DE SERVICIOS DE ALIMENTACIÓN,G,T,Licenciatura en Nutrición,"400II",M
PRTAL01255     ,PSICOLOGÍA Y NUTRICIÓN,G,T,Licenciatura en Nutrición,,L
PRTAL01263     ,NUTRICIÓN INFANTIL,G,T,Licenciatura en Nutrición,"500I",M
PRTAL01271     ,ENFERMEDADES DE GRAN PREVALENCIA,G,T,Licenciatura en Nutrición,"500I",M
PRTAL01289     ,FITOTERAPIA,G,T,Licenciatura en Nutrición,,L
PRTAL01297     ,COMUNICACIÓN SOCIAL Y NUTRICIÓN,G,T,Licenciatura en Nutrición,,L
PRTAL01313     ,FARMACOLOGÍA Y NUTRICIÓN,G,T,Licenciatura en Nutrición,"500I",M
PRTAL01321     ,BIOESTADÍSTICA APLICADA A LA NUTRICIÓN,G,T,Licenciatura en Nutrición,"500I",M
PRTCO00927     ,ANÁLISIS DE SISTEMAS,G,T,Análisis de Soporte de Microcomputadores,"100II",M
PRTCO00927     ,ANÁLISIS DE SISTEMAS,G,T,Licenciatura en Sistema de Información (EDCOM),"100II",M
PRTCO00927     ,ANÁLISIS DE SISTEMAS,G,T,Licenciatura en Sistemas de Información (FIEC),"100II",M
PRTCO00927     ,ANÁLISIS DE SISTEMAS,G,T,Programación de Sistemas,"100II",M
PRTCO00927     ,ANÁLISIS DE SISTEMAS,G,T,Programación de Sistemas,"100II",M
PRTCO00935     ,ESTRUCTURA DE DATOS,G,T,Licenciatura en Sistema de Información (EDCOM),"100II",M
PRTCO00935     ,ESTRUCTURA DE DATOS,G,T,Licenciatura en Sistemas de Información (FIEC),"100II",M
PRTCO00968     ,FUNDAMENTOS DE PROGRAMACIÓN,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100I",M
PRTCO00968     ,FUNDAMENTOS DE PROGRAMACIÓN,G,T,Licenciatura en Sistema de Información (EDCOM),"100I",M
PRTCO00968     ,FUNDAMENTOS DE PROGRAMACIÓN,G,T,Licenciatura en Sistemas de Información (FIEC),"100I",M
PRTCO00992     ,FUNDAMENTOS DE ADMINISTRACIÓN DE EMPRESAS,G,T,Secretariado Bilingüe en Sistema de Información,,L
PRTCO00992     ,FUNDAMENTOS DE ADMINISTRACIÓN DE EMPRESAS,G,T,Secretariado Bilingüe en Sistema de Información,,L
PRTCO01032     ,ORGANIZACIÓN DE COMPUTADORES,G,T,Licenciatura en Sistema de Información (EDCOM),"300II",M
PRTCO01032     ,ORGANIZACIÓN DE COMPUTADORES,G,T,Licenciatura en Sistemas de Información (FIEC),"300II",M
PRTCO01040     ,INVESTIGACIÓN DE OPERACIONES,G,T,Licenciatura en Sistema de Información (EDCOM),"300I",M
PRTCO01040     ,INVESTIGACIÓN DE OPERACIONES,G,T,Licenciatura en Sistemas de Información (FIEC),"300I",M
PRTCO01156     ,INTRODUCCIÓN A REDES DE COMPUTADORAS,G,T,Análisis de Soporte de Microcomputadores,"100II",M
PRTCO01156     ,INTRODUCCIÓN A REDES DE COMPUTADORAS,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"200I",M
PRTCO01156     ,INTRODUCCIÓN A REDES DE COMPUTADORAS,G,T,Licenciatura en Sistema de Información (EDCOM),"200II",M
PRTCO01156     ,INTRODUCCIÓN A REDES DE COMPUTADORAS,G,T,Licenciatura en Sistemas de Información (FIEC),"200II",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Análisis de Soporte de Microcomputadores,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Licenciatura en Sistema de Información (EDCOM),"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Licenciatura en Sistemas de Información (FIEC),"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Programación de Sistemas,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Programación de Sistemas,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
PRTCO01206     ,INFORMÁTICA BÁSICA,G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Análisis de Soporte de Microcomputadores,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Licenciatura en Sistema de Información (EDCOM),"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Licenciatura en Sistemas de Información (FIEC),"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Programación de Sistemas,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Programación de Sistemas,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
PRTCO01214     ,CONTABILIDAD I (1998-3),G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
PRTCO01230     ,TÉCNICAS DE DOCUMENTACIÓN E INVESTIGACIÓN,G,T,Licenciatura en Sistema de Información (EDCOM),"200II",M
PRTCO01230     ,TÉCNICAS DE DOCUMENTACIÓN E INVESTIGACIÓN,G,T,Licenciatura en Sistemas de Información (FIEC),"200II",M
PRTCO01230     ,TÉCNICAS DE DOCUMENTACIÓN E INVESTIGACIÓN,G,T,Programación de Sistemas,"200I",M
PRTCO01230     ,TÉCNICAS DE DOCUMENTACIÓN E INVESTIGACIÓN,G,T,Programación de Sistemas,"200I",M
PRTCO01248     ,CONTABILIDAD II (1998-3),G,T,Licenciatura en Sistema de Información (EDCOM),"200I",M
PRTCO01248     ,CONTABILIDAD II (1998-3),G,T,Licenciatura en Sistemas de Información (FIEC),"200I",M
PRTCO01271     ,BASE DE DATOS,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"200I",M
PRTCO01271     ,BASE DE DATOS,G,T,Licenciatura en Sistema de Información (EDCOM),"200I",M
PRTCO01271     ,BASE DE DATOS,G,T,Licenciatura en Sistemas de Información (FIEC),"200I",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Licenciatura en Comunicación Social,"200II",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100I",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100I",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
PRTCO01479     ,FUNDAMENTOS DEL DISEÑO GRÁFICO,G,T,Tecnología en Diseño Gráfico y Publicitario,"100I",M
PRTCO01495     ,HISTORIA DEL ARTE,G,T,Licenciatura en Comunicación Social,"100I",M
PRTCO01495     ,HISTORIA DEL ARTE,G,T,Licenciatura en Diseño Gráfico y Publicitario,"200I",M
PRTCO01495     ,HISTORIA DEL ARTE,G,T,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO01495     ,HISTORIA DEL ARTE,G,T,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO01495     ,HISTORIA DEL ARTE,G,T,Tecnología en Diseño Gráfico y Publicitario,"200I",M
PRTCO01552     ,TIPOGRAFÍA,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100II",M
PRTCO01552     ,TIPOGRAFÍA,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO01552     ,TIPOGRAFÍA,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO01552     ,TIPOGRAFÍA,G,T,Tecnología en Diseño Gráfico y Publicitario,"100II",M
PRTCO01586     ,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,G,P,Licenciatura en Diseño Gráfico y Publicitario,"200I",M
PRTCO01586     ,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"200II",M
PRTCO01586     ,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,G,P,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO01586     ,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,G,P,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO01586     ,SOFTWARE DE PROCESAMIENTO DE IMÁGENES,G,P,Tecnología en Diseño Gráfico y Publicitario,"200I",M
PRTCO01693     ,FUNDAMENTOS DE PROGRAMACIÓN (TF),G,P,Programación de Sistemas,"100I",M
PRTCO01693     ,FUNDAMENTOS DE PROGRAMACIÓN (TF),G,P,Programación de Sistemas,"100I",M
PRTCO01727     ,PROGRAMACIÓN COMERCIAL(TF),G,P,Programación de Sistemas,"200I",M
PRTCO01727     ,PROGRAMACIÓN COMERCIAL(TF),G,P,Programación de Sistemas,"200I",M
PRTCO01743     ,CONCEPTOS DE ESTRUCTURA DE DATOS(TF),G,T,Programación de Sistemas,"100II",M
PRTCO01743     ,CONCEPTOS DE ESTRUCTURA DE DATOS(TF),G,T,Programación de Sistemas,"100II",M
PRTCO01768     ,DISEÑO DE BASE DE DATOS (TF),G,T,Análisis de Soporte de Microcomputadores,"200I",M
PRTCO01768     ,DISEÑO DE BASE DE DATOS (TF),G,T,Programación de Sistemas,"200I",M
PRTCO01768     ,DISEÑO DE BASE DE DATOS (TF),G,T,Programación de Sistemas,"200I",M
PRTCO01784     ,ORGANZACIÓN DE COMPUTADORES (TF),G,T,Programación de Sistemas,"200I",M
PRTCO01784     ,ORGANZACIÓN DE COMPUTADORES (TF),G,T,Programación de Sistemas,"200I",M
PRTCO01800     ,PROGRAMACIÓN EN BASE DE DATOS(TF),G,T,Programación de Sistemas,"200II",M
PRTCO01800     ,PROGRAMACIÓN EN BASE DE DATOS(TF),G,T,Programación de Sistemas,"200II",M
PRTCO01834     ,COMPORTAMIENTO HUMANO Y ÉTICA (TJ),G,T,Secretariado Bilingüe en Sistema de Información,"100II",M
PRTCO01834     ,COMPORTAMIENTO HUMANO Y ÉTICA (TJ),G,T,Secretariado Bilingüe en Sistema de Información,"100II",M
PRTCO01834     ,COMPORTAMIENTO HUMANO Y ÉTICA (TJ),G,T,Secretariado Ejecutivo en Sistema de Información,"100II",M
PRTCO01834     ,COMPORTAMIENTO HUMANO Y ÉTICA (TJ),G,T,Secretariado Ejecutivo en Sistema de Información,"100II",M
PRTCO01891     ,PROCEDIMIENTOS DE OFICINA(TJ),G,T,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01891     ,PROCEDIMIENTOS DE OFICINA(TJ),G,T,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01891     ,PROCEDIMIENTOS DE OFICINA(TJ),G,T,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO01891     ,PROCEDIMIENTOS DE OFICINA(TJ),G,T,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO01909     ,DISEÑO Y PRESENTACIONES GRÁFICAS(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200I",M
PRTCO01909     ,DISEÑO Y PRESENTACIONES GRÁFICAS(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200I",M
PRTCO01909     ,DISEÑO Y PRESENTACIONES GRÁFICAS(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200I",M
PRTCO01909     ,DISEÑO Y PRESENTACIONES GRÁFICAS(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200I",M
PRTCO01925     ,CORREO ELECTRÓNICO Y COMUNCACIÓN (TJ),G,P,Análisis de Soporte de Microcomputadores,"200I",M
PRTCO01925     ,CORREO ELECTRÓNICO Y COMUNCACIÓN (TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200I",M
PRTCO01925     ,CORREO ELECTRÓNICO Y COMUNCACIÓN (TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200I",M
PRTCO01925     ,CORREO ELECTRÓNICO Y COMUNCACIÓN (TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200I",M
PRTCO01925     ,CORREO ELECTRÓNICO Y COMUNCACIÓN (TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200I",M
PRTCO01958     ,SITEMAS INTEGRADOS DE OFICINA(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01958     ,SITEMAS INTEGRADOS DE OFICINA(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01958     ,SITEMAS INTEGRADOS DE OFICINA(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO01958     ,SITEMAS INTEGRADOS DE OFICINA(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO01966     ,RELACIONES PÚBLICAS Y PROTOCOLO(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01966     ,RELACIONES PÚBLICAS Y PROTOCOLO(TJ),G,P,Secretariado Bilingüe en Sistema de Información,"200II",M
PRTCO01966     ,RELACIONES PÚBLICAS Y PROTOCOLO(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO01966     ,RELACIONES PÚBLICAS Y PROTOCOLO(TJ),G,P,Secretariado Ejecutivo en Sistema de Información,"200II",M
PRTCO02071     ,EVALUACIÓN DE HARDWARE Y SOFTWARE(TN),G,P,Análisis de Soporte de Microcomputadores,"200I",M
PRTCO02162     ,PSICOLOGÍA DEL COLOR,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100I",M
PRTCO02162     ,PSICOLOGÍA DEL COLOR,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
PRTCO02162     ,PSICOLOGÍA DEL COLOR,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
PRTCO02162     ,PSICOLOGÍA DEL COLOR,G,T,Tecnología en Diseño Gráfico y Publicitario,"100I",M
PRTCO02212     ,SISTEMAS OPERATIVOS,G,P,Licenciatura en Diseño Gráfico y Publicitario,"100II",M
PRTCO02212     ,SISTEMAS OPERATIVOS,G,P,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO02212     ,SISTEMAS OPERATIVOS,G,P,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO02212     ,SISTEMAS OPERATIVOS,G,P,Tecnología en Diseño Gráfico y Publicitario,"100II",M
PRTCO02246     ,SOFTWARE DE ILUSTRACIÓN,G,P,Licenciatura en Diseño Gráfico y Publicitario,"200I",M
PRTCO02246     ,SOFTWARE DE ILUSTRACIÓN,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"200I",M
PRTCO02246     ,SOFTWARE DE ILUSTRACIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO02246     ,SOFTWARE DE ILUSTRACIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO02246     ,SOFTWARE DE ILUSTRACIÓN,G,P,Tecnología en Diseño Gráfico y Publicitario,"200I",M
PRTCO02261     ,AEROGRAFÍA,G,P,Licenciatura en Diseño Gráfico y Publicitario,,L
PRTCO02261     ,AEROGRAFÍA,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02261     ,AEROGRAFÍA,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02261     ,AEROGRAFÍA,G,P,Tecnología en Diseño Gráfico y Publicitario,,L
PRTCO02295     ,TÉCNICAS DE IMPRESIÓN,G,P,Licenciatura en Diseño Gráfico y Publicitario,"300II",M
PRTCO02295     ,TÉCNICAS DE IMPRESIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"300II",M
PRTCO02295     ,TÉCNICAS DE IMPRESIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"300II",M
PRTCO02295     ,TÉCNICAS DE IMPRESIÓN,G,P,Tecnología en Diseño Gráfico y Publicitario,"300II",M
PRTCO02311     ,PRINCIPIOS DE ANIMACIÓN,G,T,Licenciatura en Diseño Gráfico y Publicitario,"200II",M
PRTCO02311     ,PRINCIPIOS DE ANIMACIÓN,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"300I",M
PRTCO02311     ,PRINCIPIOS DE ANIMACIÓN,G,T,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02311     ,PRINCIPIOS DE ANIMACIÓN,G,T,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02311     ,PRINCIPIOS DE ANIMACIÓN,G,T,Tecnología en Diseño Gráfico y Publicitario,"200II",M
PRTCO02329     ,SOFTWARE DE DIAGRAMACIÓN,G,P,Licenciatura en Diseño Gráfico y Publicitario,"200II",M
PRTCO02329     ,SOFTWARE DE DIAGRAMACIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02329     ,SOFTWARE DE DIAGRAMACIÓN,G,P,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02329     ,SOFTWARE DE DIAGRAMACIÓN,G,P,Tecnología en Diseño Gráfico y Publicitario,"200II",M
PRTCO02345     ,PUBLICIDAD,G,T,Licenciatura en Diseño Gráfico y Publicitario,"200II",M
PRTCO02345     ,PUBLICIDAD,G,T,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02345     ,PUBLICIDAD,G,T,Licenciatura en Diseño y Producción Audiovisual,"200II",M
PRTCO02345     ,PUBLICIDAD,G,T,Tecnología en Diseño Gráfico y Publicitario,"200II",M
PRTCO02360     ,SOFTWARE DE ANIMACIÓN,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02360     ,SOFTWARE DE ANIMACIÓN,G,T,Tecnología en Diseño Gráfico y Publicitario,,L
PRTCO02378     ,DISEÑO 2D/3D ,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02378     ,DISEÑO 2D/3D ,G,T,Tecnología en Diseño Gráfico y Publicitario,,L
PRTCO02386     ,FOTOGRAFÍA II ,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02386     ,FOTOGRAFÍA II ,G,T,Tecnología en Diseño Gráfico y Publicitario,,L
PRTCO02394     ,MATEMÁTICAS APLICADAS,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100II",M
PRTCO02394     ,MATEMÁTICAS APLICADAS,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO02394     ,MATEMÁTICAS APLICADAS,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
PRTCO02394     ,MATEMÁTICAS APLICADAS,G,T,Tecnología en Diseño Gráfico y Publicitario,"100II",M
PRTCO02402     ,MARKETING,G,T,Licenciatura en Diseño Gráfico y Publicitario,"200I",M
PRTCO02402     ,MARKETING,G,T,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO02402     ,MARKETING,G,T,Licenciatura en Diseño y Producción Audiovisual,"200I",M
PRTCO02402     ,MARKETING,G,T,Tecnología en Diseño Gráfico y Publicitario,"200I",M
PRTCO02527     ,APRECIACIÓN CINEMATOGRÁFICA,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02527     ,APRECIACIÓN CINEMATOGRÁFICA,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02535     ,TECNOLOGÍA Y VIDEO DIGITAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02535     ,TECNOLOGÍA Y VIDEO DIGITAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02543     ,DISEÑO DE SONIDO,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,"300II",M
PRTCO02543     ,DISEÑO DE SONIDO,G,P,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02543     ,DISEÑO DE SONIDO,G,P,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02550     ,ESTRATEGIA DE MERCADO,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02550     ,ESTRATEGIA DE MERCADO,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02568     ,TEORÍA DE LA CALIDAD,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02576     ,VIDEOGRAFÍA,G,P,Licenciatura en Diseño y Producción Audiovisual,"500I",M
PRTCO02576     ,VIDEOGRAFÍA,G,P,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02592     ,COMPOSICIÓN DE GUIONES,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02592     ,COMPOSICIÓN DE GUIONES,G,T,Licenciatura en Diseño y Producción Audiovisual,"500I",M
PRTCO02618     ,ADMINISTRACIÓN DE RECURSOS HUMANOS,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02618     ,ADMINISTRACIÓN DE RECURSOS HUMANOS,G,T,Secretariado Bilingüe en Sistema de Información,"300II",M
PRTCO02618     ,ADMINISTRACIÓN DE RECURSOS HUMANOS,G,T,Secretariado Bilingüe en Sistema de Información,"300II",M
PRTCO02642     ,DIRECCIÓN ESCÉNICA,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02642     ,DIRECCIÓN ESCÉNICA,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02717     ,DIBUJO TÉCNICO 0A,G,N,Licenciatura en Diseño Gráfico y Publicitario,"0",M
PRTCO02717     ,DIBUJO TÉCNICO 0A,G,N,Licenciatura en Diseño y Producción Audiovisual,"0",M
PRTCO02717     ,DIBUJO TÉCNICO 0A,G,N,Licenciatura en Diseño y Producción Audiovisual,"0",M
PRTCO02717     ,DIBUJO TÉCNICO 0A,G,N,Tecnología en Diseño Gráfico y Publicitario,"0",M
PRTCO02733     ,SOFTWARE DE MÚSICA Y AUDIO,G,P,Licenciatura en Diseño Web y Aplicaciones Multimedia,,L
PRTCO02733     ,SOFTWARE DE MÚSICA Y AUDIO,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02733     ,SOFTWARE DE MÚSICA Y AUDIO,G,P,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02741     ,PRODUCCIÓN AUDIOVISUAL,G,T,Licenciatura en Comunicación Social,"300II",M
PRTCO02741     ,PRODUCCIÓN AUDIOVISUAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02741     ,PRODUCCIÓN AUDIOVISUAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02758     ,EDICIÓN Y EFECTOS ESPECIALES,G,P,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02758     ,EDICIÓN Y EFECTOS ESPECIALES,G,P,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02766     ,RECREACIÓN CULTURAL Y ARTÍSTICA,G,T,Licenciatura en Diseño y Producción Audiovisual,,L
PRTCO02774     ,NARRACIÓN AUDIOVISUAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400II",M
PRTCO02774     ,NARRACIÓN AUDIOVISUAL,G,T,Licenciatura en Diseño y Producción Audiovisual,"400I",M
PRTCO02790     ,ANÁLISIS DE PROCESOS,G,T,Licenciatura en Administración Tecnológica,"100I",M
PRTCO02808     ,FINANZAS,G,T,Licenciatura en Administración Tecnológica,"100II",M
PRTCO02816     ,ECONOMÍA EMPRESARIAL,G,T,Licenciatura en Administración Tecnológica,"100II",M
PRTCO02824     ,FORMULAC. Y EVALUACIÓN DE PROYECTOS,G,T,Licenciatura en Administración Tecnológica,"100II",M
PRTCO02824     ,FORMULAC. Y EVALUACIÓN DE PROYECTOS,G,T,Licenciatura en Comunicación Social,,L
