"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
CADG2009       ,NUEVOS MEDIOS,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,,L
CADG2025       ,ANIMACIÓN I,G,R,Producción para Medios de Comunicación,"300II",M
CADG2026       ,ANIMACIÓN II,G,R,Producción para Medios de Comunicación,"400I",M
CADG2027       ,DIRECCIÓN AUDIOVISUAL,G,R,Producción para Medios de Comunicación,"400I",M
CADG2028       ,DIRECCIÓN ESCÉNICA,G,R,Producción para Medios de Comunicación,"300II",M
CADG2029       ,DISEÑO DE PRODUCCIÓN,G,R,Producción para Medios de Comunicación,"200II",M
CADG2030       ,EDICIÓN Y MONTAJE,G,R,Producción para Medios de Comunicación,"300I",M
CADG2031       ,FOTOGRAFÍA PARA MEDIOS,G,R,Producción para Medios de Comunicación,"200II",M
CADG2032       ,GUION,G,R,Producción para Medios de Comunicación,"300I",M
CADG2033       ,LEGISLACIÓN AUDIOVISUAL,G,R,Producción para Medios de Comunicación,"400II",M
CADG2034       ,NARRATIVA AUDIOVISUAL,G,T,Producción para Medios de Comunicación,"200II",M
CADG2035       ,POSTPRODUCCIÓN,G,R,Producción para Medios de Comunicación,"400I",M
CADG2036       ,PREPRODUCCIÓN,G,R,Producción para Medios de Comunicación,"200I",M
CADG2037       ,PRODUCCIÓN EJECUTIVA,G,R,Producción para Medios de Comunicación,"400I",M
CADG2038       ,PRODUCCIÓN PARA NUEVOS MEDIOS,G,R,Producción para Medios de Comunicación,"300II",M
CADG2039       ,PROYECTO AUDIOVISUAL I,G,R,Producción para Medios de Comunicación,"300II",M
CADG2040       ,PROYECTO AUDIOVISUAL II,G,R,Producción para Medios de Comunicación,"400I",M
CADG2042       ,DISEÑO DE SONIDO,G,R,Producción para Medios de Comunicación,"300I",M
CADG2043       ,MATERIA INTEGRADORA DE PRODUCCIÓN PARA MEDIOS DE COMUNICACIÓN,T,T,Producción para Medios de Comunicación,"400II",M
CADG2045       ,FOTOGRAFÍA DIGITAL,G,R,Diseño Gráfico,"300I",M
CADG2046       ,VIDEOGRAFÍA,G,R,Producción para Medios de Comunicación,"300I",M
CCAG1002       ,EXTENSIONISMO,G,R,Ingeniería Agrícola y Biológica,"300II",M
CCAG2021       ,SEMIÓTICA,G,T,Diseño Gráfico,"300I",M
CCAG2022       ,ESTUDIO DE CASOS DE CIENCIAS SOCIALES,G,R,Administración de Empresas,"100I",M
CCAG2022       ,ESTUDIO DE CASOS DE CIENCIAS SOCIALES,G,R,Auditoría y Control de Gestión,"100I",M
CCAG2022       ,ESTUDIO DE CASOS DE CIENCIAS SOCIALES,G,R,Economía,"100I",M
CCAG2023       ,SOCIOLOGÍA,G,R,Administración de Empresas,"200II",M
CCAG2023       ,SOCIOLOGÍA,G,R,Auditoría y Control de Gestión,"400I",M
CCAG2023       ,SOCIOLOGÍA,G,R,Economía,"200II",M
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Biología Marina,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Economía con Mención en Gestión Empresarial,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Comercial y Empresarial,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Licenciatura en Diseño Gráfico y Publicitario,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Licenciatura en Diseño y Producción Audiovisual,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Licenciatura en Nutrición,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Licenciatura en Turismo,,L
CCPG1001       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Tecnologías de la Información,"100I",M
CCPG1002       ,ANÁLISIS EXPLORATORIO DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
CCPG1002       ,ANÁLISIS EXPLORATORIO DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
CCPG1002       ,ANÁLISIS EXPLORATORIO DE DATOS,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
CCPG1003       ,SEGURIDAD DE LA INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información",,L
CCPG1003       ,SEGURIDAD DE LA INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia",,L
CCPG1003       ,SEGURIDAD DE LA INFORMACIÓN,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos",,L
CCPG1003       ,SEGURIDAD DE LA INFORMACIÓN,G,T,Tecnologías de la Información,"300II",M
CCPG1004       ,COMPUTACIÓN Y SOCIEDAD,G,T,Licenciatura en Redes y Sistemas Operativos,,L
CCPG1005       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R,Tecnologías de la Información,"200I",M
CCPG1006       ,ESTRUCTURAS DE DATOS,G,R,Tecnologías de la Información,"200II",M
CCPG1008       ,PROGRAMACIÓN DE SISTEMAS,G,R,Tecnologías de la Información,"300I",M
CCPG1009       ,DISEÑO DE SOFTWARE,G,R,Tecnologías de la Información,"300II",M
CCPG1010       ,DESARROLLO DE APLICACIONES WEB,G,R,Tecnologías de la Información,"400I",M
CCPG1012       ,DIRECCIÓN DE PROYECTOS INFORMÁTICOS,G,T,Licenciatura en Redes y Sistemas Operativos,,L
CCPG1012       ,DIRECCIÓN DE PROYECTOS INFORMÁTICOS,G,T,Tecnologías de la Información,"500I",M
CCPG1015       ,SISTEMAS DISTRIBUIDOS,G,R,Licenciatura en Redes y Sistemas Operativos,,L
CCPG1016       ,FUNDAMENTOS DEL DISEÑO DIGITAL,G,R,Tecnologías de la Información,"300I",M
CCPG1018       ,ORGANIZACIÓN DE COMPUTADORES,G,T,Tecnologías de la Información,"300II",M
CCPG1023       ,INTERACCIÓN HUMANO COMPUTADOR,G,R,Tecnologías de la Información,"400II",M
CCPG1031       ,ADMINISTRACIÓN DE SISTEMAS OPERATIVOS,G,R,Tecnologías de la Información,"400I",M
CCPG1034       ,ESTRUCTURAS DE DATOS,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CCPG1034       ,ESTRUCTURAS DE DATOS,G,R,Computación,"200I",M
CCPG1035       ,MATERIA INTEGRADORA DE COMPUTACIÓN,T,T,Computación,"400II",M
CCPG1036       ,ANÁLISIS DE ALGORITMOS,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
CCPG1036       ,ANÁLISIS DE ALGORITMOS,G,R,Computación,"300I",M
CCPG1039       ,COMPUTACIÓN Y SOCIEDAD,G,R,Computación,"100II",M
CCPG1041       ,DIRECCIÓN DE PROYECTOS INFORMÁTICOS,G,R,Computación,"400I",M
CCPG1042       ,DISEÑO DE SOFTWARE,G,R,Computación,"200I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Acuicultura,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Administración de Empresas,"200I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Alimentos,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Arqueología,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Auditoría y Control de Gestión,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Biología,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Computación,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Diseño de Productos,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Diseño Gráfico,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Economía,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Electricidad,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Electrónica y Automatización,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Estadística,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Geología,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Agrícola y Biológica,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Civil,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Industrial,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Naval,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Ingeniería Química,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Logistica y Transporte,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Matemática,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Materiales,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Mecánica,"200I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Mecatrónica,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Minas,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Nutrición y Dietética,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Oceanografía,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Petróleos,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Producción para Medios de Comunicación,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Telecomunicaciones,"100II",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Telemática,"100I",M
CCPG1043       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R,Turismo,"200I",M
CCPG1044       ,INTELIGENCIA ARTIFICIAL,G,T,Computación,"400I",M
CCPG1046       ,INTERACCIÓN HUMANO COMPUTADOR,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CCPG1046       ,INTERACCIÓN HUMANO COMPUTADOR,G,R,Computación,"200II",M
CCPG1048       ,METODOLOGÍA DE LA INVESTIGACIÓN EN COMPUTACIÓN,G,R,Computación,"300II",M
CCPG1049       ,ORGANIZACIÓN DE COMPUTADORES,G,R,Computación,"200II",M
CCPG1051       ,PROGRAMACIÓN DE SISTEMAS,G,R,Computación,"200II",M
CCPG1051       ,PROGRAMACIÓN DE SISTEMAS,G,R,Telemática,"300I",M
CCPG1052       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R, Ciencia de Datos e Inteligencia Artificial,"100II",M
CCPG1052       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R,Computación,"100II",M
CCPG1052       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R,Mecatrónica,"200II",M
CCPG1052       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R,Telemática,"100II",M
CCPG1053       ,SEGURIDAD DE LA INFORMACIÓN,G,R,Computación,"300II",M
CCPG1054       ,SISTEMAS DE INFORMACIÓN,G,R,Administración de Empresas,"300I",M
CCPG1054       ,SISTEMAS DE INFORMACIÓN,G,R,Computación,"400I",M
CCPG1055       ,SISTEMAS DISTRIBUIDOS Y COMPUTACIÓN EN LA NUBE,G,R,Computación,"400I",M
CCPG1055       ,SISTEMAS DISTRIBUIDOS Y COMPUTACIÓN EN LA NUBE,G,R,Telemática,"400I",M
CCPG1056       ,SISTEMAS OPERATIVOS,G,T,Computación,"300I",M
CCPG1058       ,SISTEMAS DE INFORMACIÓN APLICADOS A LOGÍSTICA,G,R,Logistica y Transporte,"400II",M
CCPG1059       ,AUDITORÍA DE SISTEMAS DE INFORMACIÓN,G,R,Auditoría y Control de Gestión,"400I",M
CCPG1801       ,FUNDAMENTOS DE PROGRAMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"100I",M
CCPG1803       ,PROGRAMACIÓN ORIENTADA A OBJETOS,G,R, Ciencia de Datos e Inteligencia Artificial,"100II",M
CCPG1804       ,ESTRUCTURAS DE DATOS,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CCPG1805       ,INTERACCIÓN HUMANO COMPUTADOR,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CCPG1806       ,ANÁLISIS DE ALGORITMOS,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
CCPG1809       ,INTELIGENCIA ARTIFICIAL,G,T, Ciencia de Datos e Inteligencia Artificial,"300I",M
CCPG1809       ,INTELIGENCIA ARTIFICIAL,G,T, Ciencia de Datos e Inteligencia Artificial,"300I",M
CCPG1810       ,SISTEMAS DISTRIBUIDOS Y COMPUTACIÓN EN LA NUBE,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CCPG1810       ,SISTEMAS DISTRIBUIDOS Y COMPUTACIÓN EN LA NUBE,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CCPG1812       ,SEGURIDAD DE LA INFORMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CCPG1812       ,SEGURIDAD DE LA INFORMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CCPT3003       ,OPERACIÓN DE COMPUTADORES,G,R,Tecnología Superior en Mecatrónica,"100II",M
CCPT3004       ,FUNDAMENTOS DE COMPUTACIÓN,G,R,Tecnología Superior en Logistica Portuaria,"100I",M
CDIAG1001      ,ALGORITMOS DE OPTIMIZACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
CDIAG1002      ,MACHINE LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CDIAG1003      ,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,G,R, Ciencia de Datos e Inteligencia Artificial,"100II",M
CDIAG1801      ,MACHINE LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"200I",M
CDIAG1802      ,ESTRATEGIA DE DATOS,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CDIAG1802      ,ESTRATEGIA DE DATOS,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CDIAG1803      ,ALGORITMOS DE OPTIMIZACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"200II",M
CDIAG1804      ,VISUALIZACIÓN DE INFORMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
CDIAG1804      ,VISUALIZACIÓN DE INFORMACIÓN,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
CDIAG1806      ,ETICA EN CIENCIA DE DATOS Y SISTEMAS INTELIGENTES,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
CDIAG1806      ,ETICA EN CIENCIA DE DATOS Y SISTEMAS INTELIGENTES,G,R, Ciencia de Datos e Inteligencia Artificial,"300I",M
CDIAG1807      ,DEEP LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CDIAG1807      ,DEEP LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"300II",M
CDIAG1808      ,SISTEMAS DE MACHINE LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"400I",M
CDIAG1808      ,SISTEMAS DE MACHINE LEARNING,G,R, Ciencia de Datos e Inteligencia Artificial,"400I",M
CDIAG1809      ,PROCESAMIENTO DE LENGUAJE NATURAL,G,R, Ciencia de Datos e Inteligencia Artificial,"400I",M
CDIAG1809      ,PROCESAMIENTO DE LENGUAJE NATURAL,G,R, Ciencia de Datos e Inteligencia Artificial,"400I",M
CDIAG1811      ,FUNDAMENTOS DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,G,R, Ciencia de Datos e Inteligencia Artificial,"100II",M
CDIAG1812      ,MATERIA INTEGRADORA DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,T,T, Ciencia de Datos e Inteligencia Artificial,"400II",M
CDIAG1812      ,MATERIA INTEGRADORA DE CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,T,T, Ciencia de Datos e Inteligencia Artificial,"400II",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Análisis de Soporte de Microcomputadores,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Biología Marina,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Economía con Mención en Gestión Empresarial,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Agrícola y Biológica,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Civil,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Comercial y Empresarial,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería de Minas,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería de Petróleo,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Electrónica y Telecomunicaciones,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Acuicultura,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Alimentos,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Electricidad, Especialización Potencia","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Estadística Informática,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Geología,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Logística y Transporte,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Negocios Internacionales,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería en Telemática,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Mecánica,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Oceánica y Ciencias Ambientales,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería Química,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Ingeniería y Administración de la Producción Industrial,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Cinematografía y Televisión,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Comunicación Social,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Diseño y Producción Audiovisual,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Física Con Mención en Educación,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Nutrición,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Redes y Sistemas Operativos,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Sistema de Información (EDCOM),"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Sistemas de Información (FIEC),"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Licenciatura en Turismo,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Programación de Sistemas,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Programación de Sistemas,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Secretariado Bilingüe en Sistema de Información,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Secretariado Ejecutivo en Sistema de Información,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Agricultura,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Diseño Gráfico y Publicitario,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Electricidad y Control Industrial,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Electrónica,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Mecánica Industrial,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Mecatrónica,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Plástico,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología en Sistemas de Telecomunicaciones,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología Mecánica Automotriz,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología Mecánica en Refrigeración y Aire Acondicionado,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología Pesquera,"100I",M
CELEX00067     ,INGLÉS BÁSICO A,G,T,Tecnología Petrolera,"100I",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Análisis de Soporte de Microcomputadores,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Biología Marina,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Economía con Mención en Gestión Empresarial,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Agrícola y Biológica,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Civil,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Comercial y Empresarial,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería de Minas,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería de Petróleo,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Electrónica y Telecomunicaciones,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Acuicultura,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Alimentos,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Auditoría y Contaduría Pública Autorizada,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas de Información","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Multimedia","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Ciencias Computacionales, Orientación Sistemas Tecnológicos","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Electricidad, Especialización Electrónica y Automatización Industrial","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Electricidad, Especialización Potencia","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Estadística Informática,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Geología,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Logística y Transporte,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,"Ingeniería en Marketing, Comunicación y Ventas","100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Negocios Internacionales,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería en Telemática,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Mecánica,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Oceánica y Ciencias Ambientales,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería Química,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Ingeniería y Administración de la Producción Industrial,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Cinematografía y Televisión,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Comunicación Social,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Diseño Gráfico y Publicitario,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Diseño Web y Aplicaciones Multimedia,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Diseño y Producción Audiovisual,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Física Con Mención en Educación,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Nutrición,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Redes y Sistemas Operativos,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Sistema de Información (EDCOM),"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Sistemas de Información (FIEC),"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Licenciatura en Turismo,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Programación de Sistemas,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Programación de Sistemas,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Secretariado Bilingüe en Sistema de Información,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Secretariado Bilingüe en Sistema de Información,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Secretariado Ejecutivo en Sistema de Información,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Secretariado Ejecutivo en Sistema de Información,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Agricultura,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Diseño Gráfico y Publicitario,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Electricidad y Control Industrial,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Electrónica,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Mecánica Industrial,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Mecatrónica,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Plástico,"100II",M
CELEX00075     ,INGLÉS BÁSICO B,G,T,Tecnología en Sistemas de Telecomunicaciones,"100II",M
