CODIGOMATERIA,MATERIA_x,REPROBADOS,REGISTRADOS,TASA_RP,CLASIFMATERIA,MATERIA_y,ANIO,TERMINO,DIFICULTAD
MING1034,GEOLOGÍA MINERA,0,51,"0,00",G,GEOLOGÍA MINERA,2020,0S,"8,64"
MING1035,GEOMECÁNICA,3,38,"7,89",G,GEOMECÁNICA,2020,0S,"7,52"
MING1036,PETROGRAFÍA,1,49,"2,04",G,PETROGRAFÍA,2020,0S,"8,80"
MING1037,SEGURIDAD MINERA,0,35,"0,00",G,SEGURIDAD MINERA,2020,0S,"8,60"
MING1038,TECNOLOGÍA DE EQUIPAMIENTOS MINEROS,1,40,"2,50",G,TECNOLOGÍA DE EQUIPAMIENTOS MINEROS,2020,0S,"8,63"
MING1039,MATERIA INTEGRADORA DE MINAS,8,71,"11,27",T,MATERIA INTEGRADORA DE MINAS,2020,0S,"8,38"
MING1040,EXPLOTACIÓN A CIELO ABIERTO,0,53,"0,00",G,EXPLOTACIÓN A CIELO ABIERTO,2020,0S,"8,61"
MING1041,PREPARACIÓN MECÁNICA,1,32,"3,13",G,PREPARACIÓN MECÁNICA,2020,0S,"7,04"
MTRG1023,ANÁLISIS DE FALLAS Y SELECCIÓN DE MATERIALES,1,41,"2,44",G,ANÁLISIS DE FALLAS Y SELECCIÓN DE MATERIALES,2022,0S,"7,83"
MTRG1024,CIENCIA E INGENIERÍA DE MATERIALES,27,443,"6,09",G,CIENCIA E INGENIERÍA DE MATERIALES,2020,0S,"7,45"
MTRG1025,COMPORTAMIENTO MECÁNICO,11,62,"17,74",G,COMPORTAMIENTO MECÁNICO,2020,0S,"6,94"
MTRG1026,CORROSIÓN Y DEGRADACIÓN DE MATERIALES,0,39,"0,00",G,CORROSIÓN Y DEGRADACIÓN DE MATERIALES,2021,0S,"7,30"
MTRG1027,DISEÑO DE MATERIALES COMPUESTOS,2,41,"4,88",G,DISEÑO DE MATERIALES COMPUESTOS,2022,0S,"7,67"
MTRG1028,ESTRUCTURA Y CARACTERIZACIÓN DE MATERIALES,7,66,"10,61",G,ESTRUCTURA Y CARACTERIZACIÓN DE MATERIALES,2020,0S,"7,73"
MTRG1029,INGENIERÍA DE CERÁMICOS,1,51,"1,96",G,INGENIERÍA DE CERÁMICOS,2021,0S,"7,45"
MTRG1030,INGENIERÍA DE METALES,1,48,"2,08",G,INGENIERÍA DE METALES,2021,0S,"7,72"
MTRG1031,INGENIERÍA DE POLÍMEROS,0,47,"0,00",G,INGENIERÍA DE POLÍMEROS,2021,0S,"8,77"
MTRG1032,INTRODUCCIÓN A LA INGENIERÍA EN MATERIALES,0,69,"0,00",G,INTRODUCCIÓN A LA INGENIERÍA EN MATERIALES,2020,0S,"7,81"
MTRG1034,MATERIA INTEGRADORA DE MATERIALES,0,33,"0,00",T,MATERIA INTEGRADORA DE MATERIALES,2022,0S,"8,18"
MTRG1036,SOLDADURA Y ENSAYOS NO DESTRUCTIVOS,0,43,"0,00",G,SOLDADURA Y ENSAYOS NO DESTRUCTIVOS,2021,0S,"7,83"
MTRG1037,PROPIEDADES  FUNCIONALES DE LOS  MATERIALES,6,48,"12,50",G,PROPIEDADES  FUNCIONALES DE LOS  MATERIALES,2021,0S,"6,59"
MTRG1038,SÍNTESIS DE MATERIALES,5,58,"8,62",G,SÍNTESIS DE MATERIALES,2020,0S,"7,51"
MTRG1039,TRANSFORMACIONES DE FASES,13,73,"17,81",G,TRANSFORMACIONES DE FASES,2020,0S,"6,73"
MTRG1040,TERMODINÁMICA DE MATERIALES,14,74,"18,92",G,TERMODINÁMICA DE MATERIALES,2020,0S,"7,03"
MTRG1041,NANOTECNOLOGÍA Y NANOMATERIALES,2,42,"4,76",G,NANOTECNOLOGÍA Y NANOMATERIALES,2021,0S,"7,34"
NAVG1025,CONSTRUCCIONES METÁLICAS DE BUQUES,7,108,"6,48",G,CONSTRUCCIONES METÁLICAS DE BUQUES,2020,0S,"7,55"
NAVG1027,DINÁMICA DEL BUQUE,10,98,"10,20",G,DINÁMICA DEL BUQUE,2020,0S,"6,95"
NAVG1028,DISEÑO DE BUQUES,14,105,"13,33",G,DISEÑO DE BUQUES,2020,0S,"6,60"
NAVG1029,ELECTRICIDAD Y ELECTRÓNICA PARA BUQUES,9,157,"5,73",G,ELECTRICIDAD Y ELECTRÓNICA PARA BUQUES,2020,0S,"8,67"
NAVG1030,ESTABILIDAD DEL BUQUE,48,127,"37,80",G,ESTABILIDAD DEL BUQUE,2020,0S,"5,86"
NAVG1031,ESTRUCTURA DEL BUQUE,142,252,"56,35",G,ESTRUCTURA DEL BUQUE,2020,0S,"4,56"
NAVG1032,FORMAS E HIDROSTÁTICA DEL BUQUE,96,186,"51,61",G,FORMAS E HIDROSTÁTICA DEL BUQUE,2020,0S,"4,75"
NAVG1033,GESTIÓN MARÍTIMA PORTUARIA,33,119,"27,73",G,GESTIÓN MARÍTIMA PORTUARIA,2020,0S,"6,33"
NAVG1034,MATERIA INTEGRADORA DE INGENIERÍA NAVAL,5,90,"5,56",T,MATERIA INTEGRADORA DE INGENIERÍA NAVAL,2020,0S,"8,74"
NAVG1035,TRANSPORTE MARÍTIMO,0,81,"0,00",G,TRANSPORTE MARÍTIMO,2020,0S,"8,03"
NAVG1037,MAQUINARIA MARÍTIMA II,6,88,"6,82",G,MAQUINARIA MARÍTIMA II,2020,0S,"7,04"
NAVG1038,RESISTENCIA Y PROPULSIÓN DE BUQUES,40,131,"30,53",G,RESISTENCIA Y PROPULSIÓN DE BUQUES,2020,0S,"6,01"
NAVG1039,MAQUINARIA MARÍTIMA I,17,121,"14,05",G,MAQUINARIA MARÍTIMA I,2020,0S,"7,08"
NAVG1040,MATERIALES EN MEDIOS MARINOS,54,185,"29,19",G,MATERIALES EN MEDIOS MARINOS,2020,0S,"6,47"
NAVG1041,VIBRACIONES MECÁNICAS,72,152,"47,37",G,VIBRACIONES MECÁNICAS,2020,0S,"5,04"
NAVG1042,ELEMENTOS FINITOS,14,114,"12,28",G,ELEMENTOS FINITOS,2020,0S,"6,88"
NAVT3001,SISTEMAS PORTUARIOS,0,16,"0,00",G,SISTEMAS PORTUARIOS,2023,0S,"7,20"
NAVT3002,INTRODUCCIÓN A LA LOGÍSTICA PORTUARIA,0,16,"0,00",G,INTRODUCCIÓN A LA LOGÍSTICA PORTUARIA,2023,0S,"7,85"
NAVT3003,ESTRUCTURA DE BUQUES,0,16,"0,00",G,ESTRUCTURA DE BUQUES,2024,0S,"9,07"
NUTG2026,BIOÉTICA,1,338,"0,30",G,BIOÉTICA,2020,0S,"8,69"
NUTG2027,DIETOTERAPIA AVANZADA,5,246,"2,03",G,DIETOTERAPIA AVANZADA,2020,0S,"8,38"
NUTG2028,DIETOTERAPIA BÁSICA,7,277,"2,53",G,DIETOTERAPIA BÁSICA,2020,0S,"8,70"
NUTG2029,EVALUACIÓN DEL ESTADO NUTRICIONAL I,3,289,"1,04",G,EVALUACIÓN DEL ESTADO NUTRICIONAL I,2020,0S,"8,31"
NUTG2030,EVALUACIÓN DEL ESTADO NUTRICIONAL II,5,252,"1,98",G,EVALUACIÓN DEL ESTADO NUTRICIONAL II,2020,0S,"8,05"
NUTG2031,MATERIA INTEGRADORA DE NUTRICIÓN Y DIETÉTICA,11,247,"4,45",T,MATERIA INTEGRADORA DE NUTRICIÓN Y DIETÉTICA,2020,0S,"8,63"
NUTG2032,NUTRICIÓN CLÍNICA I,12,298,"4,03",G,NUTRICIÓN CLÍNICA I,2020,0S,"7,52"
NUTG2033,NUTRICIÓN CLÍNICA II,9,248,"3,63",G,NUTRICIÓN CLÍNICA II,2020,0S,"7,80"
NUTG2034,NUTRICIÓN CLÍNICA III,2,194,"1,03",G,NUTRICIÓN CLÍNICA III,2020,0S,"8,77"
NUTG2035,NUTRICIÓN DEPORTIVA,2,232,"0,86",G,NUTRICIÓN DEPORTIVA,2020,0S,"8,05"
NUTG2036,NUTRICIÓN EN EL CICLO DE LA VIDA I,15,299,"5,02",G,NUTRICIÓN EN EL CICLO DE LA VIDA I,2020,0S,"7,59"
NUTG2037,NUTRICIÓN EN EL CICLO DE LA VIDA II,7,308,"2,27",G,NUTRICIÓN EN EL CICLO DE LA VIDA II,2020,0S,"7,97"
NUTG2038,TENDENCIAS EN NUTRICIÓN,3,238,"1,26",G,TENDENCIAS EN NUTRICIÓN,2020,0S,"8,90"
NUTG2039,SERVICIOS DE ALIMENTACIÓN,26,283,"9,19",G,SERVICIOS DE ALIMENTACIÓN,2020,0S,"7,22"
NUTG2040,TOXICOLOGÍA NUTRICIONAL Y ALIMENTARIA,2,240,"0,83",G,TOXICOLOGÍA NUTRICIONAL Y ALIMENTARIA,2020,0S,"8,66"
NUTG2041,NUTRICIÓN HUMANA Y METABOLISMO,9,317,"2,84",G,NUTRICIÓN HUMANA Y METABOLISMO,2020,0S,"8,20"
NUTG2042,TÉCNICAS DIETÉTICAS,31,340,"9,12",G,TÉCNICAS DIETÉTICAS,2020,0S,"7,23"
NUTG2043,TÉCNICAS CULINARIAS,84,648,"12,96",G,TÉCNICAS CULINARIAS,2020,0S,"7,22"
OCEG1028,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,1,61,"1,64",G,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,2020,0S,"8,15"
OCEG1029,BIOGEOQUÍMICA MARINA,0,49,"0,00",G,BIOGEOQUÍMICA MARINA,2020,0S,"7,87"
OCEG1030,CLIMATOLOGÍA Y METEOROLOGÍA,4,53,"7,55",G,CLIMATOLOGÍA Y METEOROLOGÍA,2020,0S,"7,20"
OCEG1031,CONSTRUCCIÓN DE OBRAS PORTUARIAS,0,80,"0,00",G,CONSTRUCCIÓN DE OBRAS PORTUARIAS,2020,0S,"8,43"
OCEG1032,CONTAMINACIÓN MARINA,0,48,"0,00",G,CONTAMINACIÓN MARINA,2020,0S,"8,49"
OCEG1033,DIMENSIONAMIENTO PORTUARIO,3,70,"4,29",G,DIMENSIONAMIENTO PORTUARIO,2020,0S,"8,31"
OCEG1034,DISEÑO COSTERO,0,66,"0,00",G,DISEÑO COSTERO,2020,0S,"8,14"
OCEG1035,FUNDAMENTOS DE INGENIERÍA OCEANOGRÁFICA,5,64,"7,81",G,FUNDAMENTOS DE INGENIERÍA OCEANOGRÁFICA,2020,0S,"7,43"
OCEG1036,GEOLOGÍA MARINA,0,45,"0,00",G,GEOLOGÍA MARINA,2020,0S,"8,75"
OCEG1037,GESTIÓN DE DRAGADOS,2,73,"2,74",G,GESTIÓN DE DRAGADOS,2020,0S,"7,36"
OCEG1038,GESTIÓN DE ZONAS MARINO-COSTERAS,1,77,"1,30",G,GESTIÓN DE ZONAS MARINO-COSTERAS,2020,0S,"7,92"
OCEG1039,IMPACTO AMBIENTAL MARINO-COSTERO,3,77,"3,90",G,IMPACTO AMBIENTAL MARINO-COSTERO,2020,0S,"8,02"
OCEG1040,PLANIFICACIÓN DE DRAGADOS,5,68,"7,35",G,PLANIFICACIÓN DE DRAGADOS,2020,0S,"7,08"
OCEG1043,MATERIA INTEGRADORA DE OCEANOGRAFÍA,4,92,"4,35",T,MATERIA INTEGRADORA DE OCEANOGRAFÍA,2020,0S,"8,90"
OCEG1044,TÉCNICAS DE MANEJO COSTERO,2,44,"4,55",G,TÉCNICAS DE MANEJO COSTERO,2020,0S,"7,91"
OCEG1045,PLANIFICACIÓN Y CONSTRUCCIÓN,16,110,"14,55",G,PLANIFICACIÓN Y CONSTRUCCIÓN,2020,0S,"6,49"
OCEG1046,PROCESOS ESTUARINOS,2,82,"2,44",G,PROCESOS ESTUARINOS,2020,0S,"7,87"
OCEG1047,MODELAJE COSTERO,0,83,"0,00",G,MODELAJE COSTERO,2020,0S,"8,21"
OCEG1048,OCEANOGRAFÍA COSTERA,6,83,"7,23",G,OCEANOGRAFÍA COSTERA,2020,0S,"7,09"
OCEG1049,ONDAS MARINAS,1,61,"1,64",G,ONDAS MARINAS,2020,0S,"7,83"
OCEG1050,OCEANOGRAFÍA FÍSICA,2,74,"2,70",G,OCEANOGRAFÍA FÍSICA,2020,0S,"7,78"
OCEG1051,OCEANOGRAFÍA DESCRIPTIVA,8,54,"14,81",G,OCEANOGRAFÍA DESCRIPTIVA,2020,0S,"7,37"
OCET3002,OCEANOGRAFÍA,0,16,"0,00",G,OCEANOGRAFÍA,2025,0S,"8,10"
PETG1020,COMPLETACIÓN Y REACONDICIONAMIENTO DE POZOS,0,87,"0,00",G,COMPLETACIÓN Y REACONDICIONAMIENTO DE POZOS,2020,0S,"8,00"
PETG1021,INGENIERÍA DE PRODUCCIÓN I,1,61,"1,64",G,INGENIERÍA DE PRODUCCIÓN I,2020,0S,"8,08"
PETG1022,INGENIERÍA DE PRODUCCIÓN II,0,85,"0,00",G,INGENIERÍA DE PRODUCCIÓN II,2020,0S,"8,14"
PETG1023,INGENIERÍA DE YACIMIENTOS I,4,76,"5,26",G,INGENIERÍA DE YACIMIENTOS I,2020,0S,"7,12"
PETG1024,INGENIERÍA DE YACIMIENTOS II,2,85,"2,35",G,INGENIERÍA DE YACIMIENTOS II,2020,0S,"7,39"
PETG1025,PERFORACIÓN,6,67,"8,96",G,PERFORACIÓN,2020,0S,"7,88"
PETG1026,PERFORACIÓN DIRECCIONAL,0,77,"0,00",G,PERFORACIÓN DIRECCIONAL,2020,0S,"8,78"
PETG1027,PETROFÍSICA,7,68,"10,29",G,PETROFÍSICA,2020,0S,"7,12"
PETG1028,SIMULACIÓN DE RESERVORIOS,1,102,"0,98",G,SIMULACIÓN DE RESERVORIOS,2020,0S,"7,63"
PETG1030,EVALUACIÓN DE FORMACIONES I,2,59,"3,39",G,EVALUACIÓN DE FORMACIONES I,2020,0S,"7,79"
PETG1031,PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,1,52,"1,92",G,PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,2020,0S,"8,41"
PETG1032,INTRODUCCIÓN A LA INDUSTRIA HIDROCARBURÍFERA,2,80,"2,50",G,INTRODUCCIÓN A LA INDUSTRIA HIDROCARBURÍFERA,2020,0S,"8,56"
PETG1033,MATERIA INTEGRADORA PARA PETRÓLEOS,1,102,"0,98",T,MATERIA INTEGRADORA PARA PETRÓLEOS,2020,0S,"9,46"
PETG1034,EVALUACIÓN DE FORMACIONES II,0,73,"0,00",G,EVALUACIÓN DE FORMACIONES II,2020,0S,"7,85"
QUIG1032,QUÍMICA GENERAL,1195,4764,"25,08",G,QUÍMICA GENERAL,2020,0S,"6,55"
QUIG1033,QUÍMICA INORGÁNICA,38,530,"7,17",G,QUÍMICA INORGÁNICA,2020,0S,"7,65"
QUIG1034,FISICOQUÍMICA,20,449,"4,45",G,FISICOQUÍMICA,2020,0S,"7,80"
QUIG1035,QUÍMICA ORGÁNICA,70,1018,"6,88",G,QUÍMICA ORGÁNICA,2020,0S,"7,33"
QUIG1036,QUÍMICA ORGÁNICA I,57,393,"14,50",G,QUÍMICA ORGÁNICA I,2020,0S,"7,07"
QUIG1037,BALANCE DE MATERIA Y ENERGÍA,102,469,"21,75",G,BALANCE DE MATERIA Y ENERGÍA,2020,0S,"6,41"
QUIG1038,QUÍMICA ORGÁNICA II,28,388,"7,22",G,QUÍMICA ORGÁNICA II,2020,0S,"7,39"
QUIG1039,FENÓMENOS DE TRANSPORTE DE MOMENTUM,9,382,"2,36",G,FENÓMENOS DE TRANSPORTE DE MOMENTUM,2020,0S,"7,42"
QUIG1040,QUÍMICA ANALÍTICA E INSTRUMENTAL,60,326,"18,40",G,QUÍMICA ANALÍTICA E INSTRUMENTAL,2020,0S,"6,99"
QUIG1041,FENÓMENOS DE TRANSPORTE DE CALOR,22,406,"5,42",G,FENÓMENOS DE TRANSPORTE DE CALOR,2020,0S,"7,45"
QUIG1042,FENÓMENOS DE TRANSPORTE DE MASA,38,389,"9,77",G,FENÓMENOS DE TRANSPORTE DE MASA,2020,0S,"7,01"
QUIG1043,CINÉTICA Y REACTORES,54,443,"12,19",G,CINÉTICA Y REACTORES,2020,0S,"7,12"
QUIG1044,OPERACIONES UNITARIAS I,26,462,"5,63",G,OPERACIONES UNITARIAS I,2020,0S,"7,30"
QUIG1045,OPERACIONES UNITARIAS II,15,388,"3,87",G,OPERACIONES UNITARIAS II,2020,0S,"7,47"
QUIG1046,DINÁMICA DE PROCESOS Y CONTROL,18,418,"4,31",G,DINÁMICA DE PROCESOS Y CONTROL,2020,0S,"7,36"
QUIG1047,DISEÑO DE PLANTAS,8,399,"2,01",G,DISEÑO DE PLANTAS,2020,0S,"7,64"
QUIG1050,MATERIA INTEGRADORA DE INGENIERÍA QUÍMICA,4,389,"1,03",T,MATERIA INTEGRADORA DE INGENIERÍA QUÍMICA,2020,0S,"8,93"
SOFG1006,DESARROLLO DE APLICACIONES WEB Y MÓVILES,53,693,"7,65",G,DESARROLLO DE APLICACIONES WEB Y MÓVILES,2020,0S,"7,80"
SOFG1007,INGENIERÍA DE SOFTWARE I,13,634,"2,05",G,INGENIERÍA DE SOFTWARE I,2020,0S,"8,06"
SOFG1008,INGENIERÍA DE SOFTWARE II,56,653,"8,58",G,INGENIERÍA DE SOFTWARE II,2020,0S,"7,62"
SOFG1009,LENGUAJES DE PROGRAMACIÓN,21,580,"3,62",G,LENGUAJES DE PROGRAMACIÓN,2020,0S,"8,00"
TELG1027,CIRCUITOS DE ALTA FRECUENCIA Y MICROONDAS,20,257,"7,78",G,CIRCUITOS DE ALTA FRECUENCIA Y MICROONDAS,2020,0S,"7,05"
TELG1028,COMUNICACIONES INALÁMBRICAS,11,308,"3,57",G,COMUNICACIONES INALÁMBRICAS,2020,0S,"7,30"
TELG1029,DISEÑO DE APLICACIONES EN TELECOMUNICACIONES,5,259,"1,93",G,DISEÑO DE APLICACIONES EN TELECOMUNICACIONES,2020,0S,"7,97"
TELG1030,DISEÑO DE REDES CONMUTADAS,27,247,"10,93",G,DISEÑO DE REDES CONMUTADAS,2020,0S,"7,02"
TELG1031,FIBRAS ÓPTICAS,4,279,"1,43",G,FIBRAS ÓPTICAS,2020,0S,"8,24"
TELG1032,INTRODUCCIÓN A LAS TELECOMUNICACIONES,32,259,"12,36",G,INTRODUCCIÓN A LAS TELECOMUNICACIONES,2020,0S,"7,00"
TELG1033,MATERIA INTEGRADORA DE TELECOMUNICACIONES,9,321,"2,80",T,MATERIA INTEGRADORA DE TELECOMUNICACIONES,2020,0S,"8,97"
TELG1034,PROCESAMIENTO DIGITAL DE SEÑALES,9,245,"3,67",G,PROCESAMIENTO DIGITAL DE SEÑALES,2020,0S,"7,96"
TELG1035,PROPAGACIÓN,0,282,"0,00",G,PROPAGACIÓN,2020,0S,"7,63"
TELG1037,SEÑALES Y SISTEMAS,36,254,"14,17",G,SEÑALES Y SISTEMAS,2020,0S,"6,67"
TELG1038,SISTEMAS DE COMUNICACIONES I,7,243,"2,88",G,SISTEMAS DE COMUNICACIONES I,2020,0S,"7,04"
TELG1039,SISTEMAS DE COMUNICACIONES II,9,257,"3,50",G,SISTEMAS DE COMUNICACIONES II,2020,0S,"7,26"
TELG1040,SISTEMAS DE REDES,7,280,"2,50",G,SISTEMAS DE REDES,2020,0S,"8,08"
TELG1042,TRANSMISIÓN DE SERVICIOS MULTIMEDIA,1,224,"0,45",G,TRANSMISIÓN DE SERVICIOS MULTIMEDIA,2020,0S,"7,85"
TICG1018,SISTEMA DE BASES DE DATOS,147,1045,"14,07",G,SISTEMA DE BASES DE DATOS,2020,0S,"6,93"
TICG1802,SISTEMA DE BASES DE DATOS,0,6,"0,00",G,SISTEMA DE BASES DE DATOS,2025,0S,"8,25"
TLMG1022,ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,14,226,"6,19",G,ADMINISTRACIÓN DE SISTEMAS Y SERVICIOS EN RED,2020,0S,"7,37"
TLMG1025,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,2,204,"0,98",G,CALIDAD DE SERVICIO Y REDES MULTIMEDIA,2020,0S,"8,28"
TLMG1026,CIBERSEGURIDAD Y GESTIÓN DE REDES,6,223,"2,69",G,CIBERSEGURIDAD Y GESTIÓN DE REDES,2020,0S,"8,33"
TLMG1027,COMUNICACIÓN DIGITAL DE DATOS,0,175,"0,00",G,COMUNICACIÓN DIGITAL DE DATOS,2020,0S,"7,85"
TLMG1028,EVALUACIÓN Y SIMULACIÓN DE REDES,7,212,"3,30",G,EVALUACIÓN Y SIMULACIÓN DE REDES,2020,0S,"7,15"
TLMG1029,GESTIÓN DE INFRAESTRUCTURA Y SERVICIOS TI,4,212,"1,89",G,GESTIÓN DE INFRAESTRUCTURA Y SERVICIOS TI,2020,0S,"8,62"
TLMG1030,INTERNETWORKING,8,210,"3,81",G,INTERNETWORKING,2020,0S,"7,63"
TLMG1031,MATERIA INTEGRADORA DE TELEMÁTICA,16,219,"7,31",T,MATERIA INTEGRADORA DE TELEMÁTICA,2020,0S,"8,69"
TLMG1032,REDES DE DATOS,30,903,"3,32",G,REDES DE DATOS,2020,0S,"7,99"
TLMG1033,REDES INALÁMBRICAS Y DE SENSORES,3,214,"1,40",G,REDES INALÁMBRICAS Y DE SENSORES,2020,0S,"8,08"
TLMG1034,SISTEMAS EN LA NUBE,10,163,"6,13",G,SISTEMAS EN LA NUBE,2020,0S,"7,45"
TLMG1035,TELEMETRÍA Y SISTEMAS CIBERFÍSICOS,5,182,"2,75",G,TELEMETRÍA Y SISTEMAS CIBERFÍSICOS,2020,0S,"7,95"
TLMG1036,TELEMÁTICA Y TRANSFORMACIÓN DIGITAL,7,177,"3,95",G,TELEMÁTICA Y TRANSFORMACIÓN DIGITAL,2020,0S,"7,61"
TLMG1037,PROGRAMACIÓN DE SISTEMAS TELEMÁTICOS,11,486,"2,26",G,PROGRAMACIÓN DE SISTEMAS TELEMÁTICOS,2020,0S,"8,16"
TURG2018,AGENCIAS DE VIAJE,40,345,"11,59",G,AGENCIAS DE VIAJE,2020,0S,"7,62"
TURG2019,ALIMENTOS Y BEBIDAS,32,491,"6,52",G,ALIMENTOS Y BEBIDAS,2020,0S,"7,44"
TURG2020,CONGRESOS Y EVENTOS,1,198,"0,51",G,CONGRESOS Y EVENTOS,2021,0S,"9,01"
TURG2021,CONSERVACIÓN Y MANEJO AMBIENTAL EN TURISMO,3,292,"1,03",G,CONSERVACIÓN Y MANEJO AMBIENTAL EN TURISMO,2020,0S,"8,54"
TURG2022,DERECHO TURÍSTICO Y AMBIENTAL,57,481,"11,85",G,DERECHO TURÍSTICO Y AMBIENTAL,2020,0S,"7,54"
TURG2023,DESARROLLO SOSTENIBLE DEL TURISMO,1,255,"0,39",G,DESARROLLO SOSTENIBLE DEL TURISMO,2020,0S,"8,65"
TURG2024,FUNDAMENTOS DE PLANIFICACIÓN TURÍSTICA,119,439,"27,11",G,FUNDAMENTOS DE PLANIFICACIÓN TURÍSTICA,2020,0S,"6,05"
TURG2029,MATERIA INTEGRADORA DE TURISMO,6,304,"1,97",T,MATERIA INTEGRADORA DE TURISMO,2020,0S,"8,90"
TURG2030,GESTIÓN HOTELERA,21,316,"6,65",G,GESTIÓN HOTELERA,2020,0S,"7,96"
TURG2031,MARKETING TURÍSTICO,9,328,"2,74",G,MARKETING TURÍSTICO,2020,0S,"7,47"
TURG2032,MÉTODOS DE INVESTIGACIÓN EN TURISMO,8,284,"2,82",G,MÉTODOS DE INVESTIGACIÓN EN TURISMO,2020,0S,"7,76"
TURG2033,PLANIFICACIÓN DE ESPACIOS TURÍSTICOS,20,302,"6,62",G,PLANIFICACIÓN DE ESPACIOS TURÍSTICOS,2020,0S,"7,47"
TURG2034,PATRIMONIO NATURAL Y CULTURAL,18,449,"4,01",G,PATRIMONIO NATURAL Y CULTURAL,2020,0S,"8,09"
TURG2035,GEOGRAFÍA TURÍSTICA,100,514,"19,46",G,GEOGRAFÍA TURÍSTICA,2020,0S,"6,48"
TURG2036,TEORÍA DEL TURISMO,39,398,"9,80",G,TEORÍA DEL TURISMO,2020,0S,"7,51"
TURG2037,OPERACIÓN TURÍSTICA,16,360,"4,44",G,OPERACIÓN TURÍSTICA,2020,0S,"7,91"
